ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,QTR_ID,MONTH_ID,YEAR_ID,MSRP
10105,50,100.0,2,1,2,2003,136
10119,46,100.0,11,2,4,2003,136
10129,33,100.0,2,2,6,2003,136
10143,49,100.0,15,3,8,2003,136
10155,32,100.0,13,4,10,2003,136
10167,44,100.0,9,4,10,2003,136
10178,24,100.0,12,4,11,2003,136
10186,26,100.0,9,4,11,2003,136
10197,45,100.0,6,4,11,2003,136
10209,39,100.0,8,1,1,2004,136
10222,49,100.0,12,1,2,2004,136
10248,20,100.0,3,2,5,2004,136
10261,27,100.0,1,2,6,2004,136
10273,30,100.0,4,3,7,2004,136
10283,25,100.0,6,3,8,2004,136
10295,24,100.0,1,3,9,2004,136
10307,22,100.0,9,4,10,2004,136
10316,33,100.0,17,4,11,2004,136
10325,47,64.93,6,4,11,2004,136
10337,25,48.05,8,4,11,2004,136
10350,26,75.47,5,4,12,2004,136
10359,48,54.68,6,4,12,2004,136
10373,39,100.0,3,1,1,2005,136
10384,34,100.0,4,1,2,2005,136
10395,32,100.0,2,1,3,2005,136
10400,64,100.0,9,2,4,2005,136
10414,19,100.0,3,2,5,2005,136
10103,42,100.0,4,1,1,2003,147
10114,31,100.0,8,2,4,2003,147
10126,22,100.0,4,2,5,2003,147
10140,26,100.0,4,3,7,2003,147
10150,20,100.0,1,3,9,2003,147
10164,21,100.0,2,4,10,2003,147
10175,33,100.0,9,4,11,2003,147
10183,28,100.0,1,4,11,2003,147
10194,26,100.0,4,4,11,2003,147
10207,31,100.0,15,4,12,2003,147
10217,48,100.0,4,1,2,2004,147
10229,50,100.0,9,1,3,2004,147
10245,28,100.0,2,2,5,2004,147
10259,26,100.0,12,2,6,2004,147
10270,32,100.0,2,3,7,2004,147
10281,44,100.0,9,3,8,2004,147
10291,30,100.0,4,3,9,2004,147
10305,38,100.0,13,4,10,2004,147
10313,40,100.0,7,4,10,2004,147
10322,46,61.99,8,4,11,2004,147
10334,26,100.0,2,4,11,2004,147
10347,27,100.0,2,4,11,2004,147
10357,43,100.0,9,4,12,2004,147
10370,35,65.63,4,1,1,2005,147
10381,37,100.0,6,1,2,2005,147
10391,37,46.9,7,1,3,2005,147
10411,27,100.0,2,2,5,2005,147
10425,38,100.0,12,2,5,2005,147
10108,33,100.0,6,1,3,2003,194
10122,42,100.0,10,2,5,2003,194
10135,42,100.0,7,3,7,2003,194
10147,48,100.0,7,3,9,2003,194
10159,41,100.0,2,4,10,2003,194
10169,30,100.0,2,4,11,2003,194
10181,27,100.0,14,4,11,2003,194
10191,21,100.0,3,4,11,2003,194
10203,20,100.0,8,4,12,2003,194
10211,41,100.0,2,1,1,2004,194
10225,27,100.0,9,1,2,2004,194
10238,28,100.0,3,2,4,2004,194
10253,24,100.0,13,2,6,2004,194
10266,44,100.0,14,3,7,2004,194
10276,50,100.0,3,3,8,2004,194
10287,21,100.0,12,3,8,2004,194
10300,33,100.0,5,4,10,2003,194
10310,33,100.0,10,4,10,2004,194
10320,31,100.0,3,4,11,2004,194
10329,41,71.47,5,4,11,2004,194
10341,45,79.65,2,4,11,2004,194
10363,33,85.39,3,1,1,2005,194
10375,45,76.0,7,1,2,2005,194
10389,26,99.04,4,1,3,2005,194
10419,12,100.0,13,2,5,2005,194
10105,41,100.0,15,1,2,2003,207
10117,33,100.0,9,2,4,2003,207
10127,46,100.0,2,2,6,2003,207
10142,33,100.0,12,3,8,2003,207
10153,20,100.0,11,3,9,2003,207
10165,44,100.0,3,4,10,2003,207
10176,33,100.0,2,4,11,2003,207
10185,21,100.0,13,4,11,2003,207
10196,47,100.0,5,4,11,2003,207
10208,46,100.0,13,1,1,2004,207
10220,32,100.0,2,1,2,2004,207
10231,42,100.0,2,1,3,2004,207
10247,44,100.0,2,2,5,2004,207
10272,35,100.0,2,3,7,2004,207
10282,41,100.0,5,3,8,2004,207
10293,46,100.0,8,3,9,2004,207
10306,31,100.0,13,4,10,2004,207
10314,38,100.0,5,4,10,2004,207
10325,42,64.0,8,4,11,2004,207
10336,33,57.22,10,4,11,2004,207
10348,48,52.36,8,4,11,2004,207
10359,42,100.0,8,4,12,2004,207
10371,32,100.0,6,1,1,2005,207
10382,34,100.0,10,1,2,2005,207
10395,33,69.12,1,1,3,2005,207
10413,36,100.0,2,2,5,2005,207
10103,27,100.0,8,1,1,2003,136
10113,21,100.0,2,1,3,2003,136
10126,21,100.0,8,2,5,2003,136
10140,38,100.0,8,3,7,2003,136
10150,30,100.0,5,3,9,2003,136
10164,49,100.0,6,4,10,2003,136
10174,43,100.0,1,4,11,2003,136
10183,41,100.0,5,4,11,2003,136
10194,38,100.0,8,4,11,2003,136
10206,28,100.0,3,4,12,2003,136
10216,43,100.0,1,1,2,2004,136
10229,25,100.0,13,1,3,2004,136
10245,38,100.0,6,2,5,2004,136
10258,41,100.0,3,2,6,2004,136
10270,28,100.0,6,3,7,2004,136
10281,25,100.0,13,3,8,2004,136
10291,41,100.0,8,3,9,2004,136
10304,39,100.0,3,4,10,2004,136
10313,21,100.0,11,4,10,2004,136
10322,27,100.0,9,4,11,2004,136
10333,33,99.21,6,4,11,2004,136
10347,29,100.0,3,4,11,2004,136
10357,49,100.0,8,4,12,2004,136
10370,49,100.0,8,1,1,2005,136
10381,20,100.0,1,1,2,2005,136
10391,39,63.2,9,1,3,2005,136
10411,40,100.0,6,2,5,2005,136
10424,49,100.0,3,2,5,2005,136
10107,21,100.0,1,1,2,2003,150
10121,50,100.0,4,2,5,2003,150
10134,20,100.0,1,3,7,2003,150
10145,49,100.0,5,3,8,2003,150
10159,38,100.0,13,4,10,2003,150
10169,35,100.0,13,4,11,2003,150
10180,40,100.0,8,4,11,2003,150
10189,28,100.0,1,4,11,2003,150
10201,25,100.0,1,4,12,2003,150
10211,36,100.0,13,1,1,2004,150
10224,43,100.0,6,1,2,2004,150
10237,32,100.0,6,2,4,2004,150
10251,46,100.0,1,2,5,2004,150
10263,48,100.0,1,2,6,2004,150
10276,43,100.0,14,3,8,2004,150
10285,49,100.0,5,3,8,2004,150
10299,24,100.0,8,3,9,2004,150
10309,26,100.0,4,4,10,2004,150
10319,30,100.0,9,4,11,2004,150
10329,24,100.0,6,4,11,2004,150
10341,55,100.0,8,4,11,2004,150
10362,22,100.0,1,1,1,2005,150
10375,49,78.92,13,1,2,2005,150
10388,44,100.0,6,1,3,2005,150
10403,66,100.0,6,2,4,2005,150
10417,21,100.0,1,2,5,2005,150
10104,34,100.0,1,1,1,2003,151
10117,43,100.0,10,2,4,2003,151
10127,46,100.0,3,2,6,2003,151
10142,33,100.0,13,3,8,2003,151
10153,42,100.0,12,3,9,2003,151
10165,34,100.0,4,4,10,2003,151
10176,47,100.0,3,4,11,2003,151
10185,33,100.0,14,4,11,2003,151
10196,24,100.0,6,4,11,2003,151
10208,26,100.0,14,1,1,2004,151
10220,30,100.0,3,1,2,2004,151
10230,43,100.0,1,1,3,2004,151
10247,25,100.0,3,2,5,2004,151
10272,27,100.0,3,3,7,2004,151
10282,27,100.0,6,3,8,2004,151
10293,24,100.0,9,3,9,2004,151
10306,34,100.0,14,4,10,2004,151
10314,46,100.0,6,4,10,2004,151
10324,27,54.33,1,4,11,2004,151
10336,33,100.0,11,4,11,2004,151
10348,47,100.0,4,4,11,2004,151
10358,49,55.34,5,4,12,2004,151
10372,40,100.0,4,1,1,2005,151
10382,37,100.0,11,1,2,2005,151
10413,47,100.0,3,2,5,2005,151
10108,45,100.0,4,1,3,2003,117
10122,37,99.82,8,2,5,2003,117
10135,48,100.0,5,3,7,2003,117
10147,31,100.0,5,3,9,2003,117
10160,46,100.0,6,4,10,2003,117
10170,47,100.0,4,4,11,2003,117
10181,28,100.0,12,4,11,2003,117
10191,40,100.0,1,4,11,2003,117
10203,20,100.0,6,4,12,2003,117
10212,39,100.0,16,1,1,2004,117
10225,25,99.82,7,1,2,2004,117
10238,29,100.0,1,2,4,2004,117
10253,22,100.0,11,2,6,2004,117
10266,22,100.0,12,3,7,2004,117
10276,47,100.0,1,3,8,2004,117
10287,45,100.0,10,3,8,2004,117
10300,29,100.0,3,4,10,2003,117
10310,24,100.0,8,4,10,2004,117
10320,35,100.0,1,4,11,2004,117
10329,46,83.63,13,4,11,2004,117
10341,44,95.93,1,4,11,2004,117
10363,34,96.73,4,1,1,2005,117
10376,35,100.0,1,1,2,2005,117
10389,25,72.38,6,1,3,2005,117
10419,10,100.0,11,2,5,2005,117
10105,29,100.0,14,1,2,2003,173
10117,39,100.0,8,2,4,2003,173
10127,42,100.0,1,2,6,2003,173
10142,46,100.0,11,3,8,2003,173
10153,49,100.0,10,3,9,2003,173
10165,27,100.0,2,4,10,2003,173
10176,50,100.0,1,4,11,2003,173
10185,43,100.0,12,4,11,2003,173
10196,38,100.0,4,4,11,2003,173
10208,20,100.0,12,1,1,2004,173
10220,27,100.0,1,1,2,2004,173
10231,49,100.0,1,1,3,2004,173
10247,27,100.0,1,2,5,2004,173
10272,39,100.0,1,3,7,2004,173
10282,24,100.0,4,3,8,2004,173
10293,45,100.0,7,3,9,2004,173
10306,20,100.0,12,4,10,2004,173
10314,36,100.0,4,4,10,2004,173
10325,24,100.0,1,4,11,2004,173
10336,49,63.38,1,4,11,2004,173
10349,26,100.0,10,4,12,2004,173
10359,49,62.09,5,4,12,2004,173
10372,34,100.0,1,1,1,2005,173
10382,34,95.35,12,1,2,2005,173
10396,33,100.0,3,1,3,2005,173
10413,22,100.0,1,2,5,2005,173
10108,39,89.38,7,1,3,2003,79
10122,32,63.84,11,2,5,2003,79
10135,24,75.01,8,3,7,2003,79
10147,21,63.84,8,3,9,2003,79
10159,24,73.42,3,4,10,2003,79
10169,36,63.84,3,4,11,2003,79
10181,20,81.4,15,4,11,2003,79
10191,30,64.64,4,4,11,2003,79
10203,44,82.99,9,4,12,2003,79
10211,28,92.57,3,1,1,2004,79
10225,37,77.41,10,1,2,2004,79
10238,20,74.21,4,2,4,2004,79
10253,25,90.17,14,2,6,2004,79
10266,35,76.61,15,3,7,2004,79
10276,38,83.79,4,3,8,2004,79
10287,41,69.43,13,3,8,2004,79
10300,22,76.61,6,4,10,2003,79
10310,49,81.4,11,4,10,2004,79
10320,38,73.42,4,4,11,2004,79
10329,33,100.0,14,4,11,2004,79
10341,36,93.56,10,4,11,2004,79
10363,34,81.62,5,1,1,2005,79
10377,24,67.83,5,1,2,2005,79
10389,36,70.26,7,1,3,2005,79
10419,34,90.17,14,2,5,2005,79
10104,41,100.0,9,1,1,2003,118
10115,46,100.0,5,2,4,2003,118
10127,24,100.0,11,2,6,2003,118
10141,21,100.0,5,3,8,2003,118
10151,24,100.0,3,3,9,2003,118
10165,48,100.0,12,4,10,2003,118
10175,26,100.0,1,4,11,2003,118
10184,37,100.0,6,4,11,2003,118
10195,49,100.0,6,4,11,2003,118
10207,34,99.54,7,4,12,2003,118
10219,48,100.0,2,1,2,2004,118
10229,36,100.0,1,1,3,2004,118
10246,46,100.0,5,2,5,2004,118
10259,46,100.0,4,2,6,2004,118
10271,31,97.17,5,3,7,2004,118
10281,41,100.0,1,3,8,2004,118
10292,21,100.0,8,3,9,2004,118
10305,38,100.0,5,4,10,2004,118
10314,45,100.0,14,4,10,2004,118
10324,26,58.38,7,4,11,2004,118
10336,38,100.0,3,4,11,2004,118
10349,48,100.0,9,4,12,2004,118
10358,42,64.16,9,4,12,2004,118
10371,49,35.71,4,1,1,2005,118
10382,32,66.58,13,1,2,2005,118
10412,54,100.0,5,2,5,2005,118
10425,33,100.0,4,2,5,2005,118
10108,36,100.0,3,1,3,2003,115
10122,20,100.0,7,2,5,2003,115
10135,29,97.89,4,3,7,2003,115
10147,33,97.89,4,3,9,2003,115
10160,50,100.0,5,4,10,2003,115
10170,41,100.0,3,4,11,2003,115
10181,36,100.0,11,4,11,2003,115
10192,27,100.0,16,4,11,2003,115
10203,47,100.0,5,4,12,2003,115
10212,33,100.0,15,1,1,2004,115
10225,21,100.0,6,1,2,2004,115
10239,21,93.28,5,2,4,2004,115
10253,41,100.0,10,2,6,2004,115
10266,40,100.0,11,3,7,2004,115
10277,28,100.0,1,3,8,2004,115
10287,23,100.0,9,3,8,2004,115
10300,23,100.0,2,4,10,2003,115
10310,25,100.0,7,4,10,2004,115
10321,24,100.0,15,4,11,2004,115
10329,39,64.74,15,4,11,2004,115
10341,55,75.2,7,4,11,2004,115
10363,46,88.45,6,1,1,2005,115
10377,50,100.0,1,1,2,2005,115
10389,47,100.0,8,1,3,2005,115
10405,97,93.28,5,2,4,2005,115
10419,32,100.0,10,2,5,2005,115
10103,35,100.0,10,1,1,2003,116
10113,49,100.0,4,1,3,2003,116
10126,38,100.0,10,2,5,2003,116
10140,32,100.0,10,3,7,2003,116
10150,34,100.0,7,3,9,2003,116
10164,36,99.17,8,4,10,2003,116
10174,48,93.34,3,4,11,2003,116
10183,21,96.84,7,4,11,2003,116
10194,21,93.34,10,4,11,2003,116
10206,34,100.0,5,4,12,2003,116
10215,46,100.0,2,1,1,2004,116
10228,32,100.0,1,1,3,2004,116
10245,29,100.0,8,2,5,2004,116
10258,41,100.0,5,2,6,2004,116
10270,43,96.84,8,3,7,2004,116
10280,24,100.0,1,3,8,2004,116
10291,41,100.0,10,3,9,2004,116
10304,46,98.0,5,4,10,2004,116
10312,32,100.0,2,4,10,2004,116
10322,22,100.0,10,4,11,2004,116
10333,29,40.25,7,4,11,2004,116
10347,42,49.6,5,4,11,2004,116
10357,39,98.0,1,4,12,2004,116
10370,27,100.0,1,1,1,2005,116
10381,48,98.0,2,1,2,2005,116
10391,29,85.1,10,1,3,2005,116
10411,27,100.0,8,2,5,2005,116
10424,54,100.0,5,2,5,2005,116
10109,26,100.0,4,1,3,2003,141
10122,34,100.0,2,2,5,2003,141
10136,25,100.0,2,3,7,2003,141
10148,23,100.0,13,3,9,2003,141
10161,28,100.0,12,4,10,2003,141
10171,35,100.0,2,4,11,2003,141
10181,44,100.0,6,4,11,2003,141
10192,22,100.0,11,4,11,2003,141
10204,42,100.0,17,4,12,2003,141
10212,29,100.0,10,1,1,2004,141
10225,32,100.0,1,1,2,2004,141
10240,41,100.0,3,2,4,2004,141
10253,26,100.0,5,2,6,2004,141
10266,21,100.0,6,3,7,2004,141
10278,34,100.0,6,3,8,2004,141
10287,41,100.0,4,3,8,2004,141
10301,37,100.0,8,4,10,2003,141
10310,37,100.0,2,4,10,2004,141
10321,41,100.0,10,4,11,2004,141
10331,46,100.0,6,4,11,2004,141
10342,40,100.0,2,4,11,2004,141
10356,43,97.6,8,4,12,2004,141
10365,30,87.06,1,1,1,2005,141
10377,35,100.0,2,1,2,2005,141
10390,36,93.77,14,1,3,2005,141
10406,61,100.0,3,2,4,2005,141
10419,38,100.0,5,2,5,2005,141
10102,39,100.0,2,1,1,2003,102
10111,33,99.66,6,1,3,2003,102
10125,32,100.0,1,2,5,2003,102
10139,31,100.0,7,3,7,2003,102
10149,50,100.0,4,3,9,2003,102
10162,48,91.44,2,4,10,2003,102
10173,43,100.0,6,4,11,2003,102
10182,25,87.33,3,4,11,2003,102
10193,28,100.0,7,4,11,2003,102
10205,36,100.0,2,4,12,2003,102
10215,27,89.38,10,1,1,2004,102
10227,25,100.0,3,1,3,2004,102
10244,40,100.0,7,2,4,2004,102
10256,34,95.55,2,2,6,2004,102
10280,50,100.0,9,3,8,2004,102
10289,38,100.0,2,3,9,2004,102
10304,37,95.55,13,4,10,2004,102
10312,43,89.38,10,4,10,2004,102
10322,43,86.3,14,4,11,2004,102
10332,46,95.13,15,4,11,2004,102
10346,42,36.11,3,4,11,2004,102
10356,50,50.18,9,4,12,2004,102
10369,44,100.0,8,1,1,2005,102
10380,27,93.16,13,1,2,2005,102
10391,35,100.0,2,1,3,2005,102
10422,51,95.55,2,2,5,2005,102
10102,41,50.14,1,1,1,2003,53
10111,48,49.06,5,1,3,2003,53
10126,42,54.99,17,2,5,2003,53
10139,49,43.13,6,3,7,2003,53
10149,30,58.22,3,3,9,2003,53
10162,45,51.21,1,4,10,2003,53
10173,48,44.21,5,4,11,2003,53
10182,32,54.45,2,4,11,2003,53
10193,46,53.37,6,4,11,2003,53
10205,48,63.61,1,4,12,2003,53
10215,33,43.13,9,1,1,2004,53
10227,31,48.52,2,1,3,2004,53
10244,20,58.22,6,2,4,2004,53
10256,29,51.75,1,2,6,2004,53
10280,27,57.68,8,3,8,2004,53
10289,24,56.07,1,3,9,2004,53
10304,37,48.52,12,4,10,2004,53
10312,25,44.21,9,4,10,2004,53
10322,41,57.68,5,4,11,2004,53
10332,27,89.89,16,4,11,2004,53
10347,21,58.95,7,4,11,2004,53
10356,22,72.41,6,4,12,2004,53
10369,32,98.63,7,1,1,2005,53
10381,25,52.83,9,1,2,2005,53
10391,42,100.0,3,1,3,2005,53
10422,25,51.75,1,2,5,2005,53
10110,37,100.0,16,1,3,2003,124
10123,26,100.0,2,2,5,2003,124
10137,44,99.55,2,3,7,2003,124
10148,47,100.0,9,3,9,2003,124
10161,43,100.0,8,4,10,2003,124
10172,42,100.0,6,4,11,2003,124
10181,42,100.0,2,4,11,2003,124
10192,29,100.0,7,4,11,2003,124
10204,40,100.0,13,4,12,2003,124
10212,38,100.0,6,1,1,2004,124
10226,38,100.0,4,1,2,2004,124
10241,21,100.0,11,2,4,2004,124
10253,24,100.0,1,2,6,2004,124
10266,36,100.0,2,3,7,2004,124
10278,23,100.0,2,3,8,2004,124
10288,20,100.0,14,3,9,2004,124
10301,32,100.0,4,4,10,2003,124
10311,29,100.0,9,4,10,2004,124
10321,44,100.0,6,4,11,2004,124
10331,44,100.0,14,4,11,2004,124
10343,36,100.0,4,4,11,2004,124
10367,49,56.3,1,1,1,2005,124
10378,34,42.64,5,1,2,2005,124
10407,59,100.0,11,2,4,2005,124
10419,37,100.0,1,2,5,2005,124
10106,36,100.0,12,1,2,2003,157
10119,43,100.0,3,2,4,2003,157
10131,21,100.0,4,2,6,2003,157
10143,32,100.0,7,3,8,2003,157
10155,38,100.0,5,4,10,2003,157
10167,43,100.0,1,4,10,2003,157
10178,42,100.0,4,4,11,2003,157
10186,32,100.0,1,4,11,2003,157
10198,42,100.0,4,4,11,2003,157
10210,31,100.0,17,1,1,2004,157
10222,49,100.0,4,1,2,2004,157
10250,45,100.0,14,2,5,2004,157
10262,49,100.0,9,2,6,2004,157
10274,41,100.0,1,3,7,2004,157
10284,45,100.0,11,3,8,2004,157
10296,36,100.0,7,3,9,2004,157
10307,39,100.0,1,4,10,2004,157
10316,27,100.0,9,4,11,2004,157
10327,25,100.0,6,4,11,2004,157
10338,41,100.0,1,4,11,2004,157
10351,39,99.52,1,4,12,2004,157
10373,28,57.55,4,1,1,2005,157
10386,25,54.57,7,1,3,2005,157
10398,33,100.0,11,1,3,2005,157
10400,34,100.0,1,2,4,2005,157
10416,24,100.0,14,2,5,2005,157
10100,30,100.0,3,1,1,2003,170
10110,42,100.0,7,1,3,2003,170
10124,21,100.0,6,2,5,2003,170
10149,34,100.0,11,3,9,2003,170
10162,29,100.0,9,4,10,2003,170
10173,24,100.0,13,4,11,2003,170
10182,44,100.0,10,4,11,2003,170
10193,21,100.0,14,4,11,2003,170
10204,33,100.0,4,4,12,2003,170
10214,30,100.0,7,1,1,2004,170
10227,26,100.0,10,1,3,2004,170
10241,41,100.0,2,2,4,2004,170
10280,26,100.0,16,3,8,2004,170
10288,32,100.0,5,3,9,2004,170
10302,43,100.0,1,4,10,2003,170
10312,48,100.0,17,4,10,2004,170
10331,44,74.04,7,4,11,2004,170
10344,45,100.0,1,4,11,2004,170
10367,37,100.0,3,1,1,2005,170
10379,39,100.0,2,1,2,2005,170
10407,76,100.0,2,2,4,2005,170
10420,37,100.0,5,2,5,2005,170
10108,38,82.39,2,1,3,2003,77
10122,43,72.38,6,2,5,2003,77
10135,48,79.31,3,3,7,2003,77
10147,26,82.39,3,3,9,2003,77
10160,38,88.55,4,4,10,2003,77
10170,20,63.14,2,4,11,2003,77
10181,22,73.92,10,4,11,2003,77
10192,45,90.86,15,4,11,2003,77
10203,45,85.47,4,4,12,2003,77
10212,20,66.99,14,1,1,2004,77
10225,47,64.68,5,1,2,2004,77
10239,46,73.92,4,2,4,2004,77
10253,23,83.93,9,2,6,2004,77
10266,33,74.69,10,3,7,2004,77
10278,29,90.86,10,3,8,2004,77
10287,44,82.39,8,3,8,2004,77
10300,41,92.4,1,4,10,2003,77
10310,20,91.63,6,4,10,2004,77
10321,37,78.54,14,4,11,2004,77
10329,29,100.0,9,4,11,2004,77
10342,55,65.45,1,4,11,2004,77
10363,22,100.0,7,1,1,2005,77
10377,31,67.76,4,1,2,2005,77
10389,49,79.22,3,1,3,2005,77
10405,61,73.92,4,2,4,2005,77
10419,39,83.93,9,2,5,2005,77
10109,38,100.0,3,1,3,2003,142
10122,31,100.0,1,2,5,2003,142
10136,36,100.0,1,3,7,2003,142
10148,25,100.0,12,3,9,2003,142
10161,48,100.0,11,4,10,2003,142
10171,35,100.0,1,4,11,2003,142
10181,21,100.0,5,4,11,2003,142
10192,47,100.0,10,4,11,2003,142
10204,38,100.0,16,4,12,2003,142
10212,41,100.0,9,1,1,2004,142
10226,24,100.0,7,1,2,2004,142
10240,37,100.0,2,2,4,2004,142
10253,33,100.0,4,2,6,2004,142
10266,49,100.0,5,3,7,2004,142
10278,29,100.0,5,3,8,2004,142
10287,24,100.0,3,3,8,2004,142
10301,47,100.0,7,4,10,2003,142
10310,24,100.0,1,4,10,2004,142
10321,25,100.0,9,4,11,2004,142
10331,30,32.47,8,4,11,2004,142
10342,22,100.0,3,4,11,2004,142
10356,27,64.69,2,4,12,2004,142
10366,34,100.0,3,1,1,2005,142
10377,36,100.0,6,1,2,2005,142
10390,34,43.05,15,1,3,2005,142
10406,48,100.0,2,2,4,2005,142
10419,34,100.0,4,2,5,2005,142
10104,24,100.0,8,1,1,2003,163
10115,46,100.0,4,2,4,2003,163
10127,45,100.0,10,2,6,2003,163
10141,39,100.0,4,3,8,2003,163
10151,43,100.0,2,3,9,2003,163
10165,29,100.0,11,4,10,2003,163
10176,20,100.0,10,4,11,2003,163
10184,46,100.0,5,4,11,2003,163
10195,27,100.0,5,4,11,2003,163
10207,44,100.0,6,4,12,2003,163
10219,43,100.0,1,1,2,2004,163
10230,49,100.0,8,1,3,2004,163
10246,40,100.0,4,2,5,2004,163
10259,30,100.0,3,2,6,2004,163
10271,50,100.0,4,3,7,2004,163
10282,23,100.0,13,3,8,2004,163
10292,26,100.0,7,3,9,2004,163
10305,27,100.0,4,4,10,2004,163
10314,42,100.0,13,4,10,2004,163
10324,47,100.0,8,4,11,2004,163
10336,49,100.0,6,4,11,2004,163
10349,38,100.0,8,4,12,2004,163
10358,20,100.0,10,4,12,2004,163
10371,25,100.0,7,1,1,2005,163
10382,25,88.0,5,1,2,2005,163
10412,41,100.0,4,2,5,2005,163
10425,28,100.0,3,2,5,2005,163
10100,50,67.8,2,1,1,2003,60
10110,32,50.25,6,1,3,2003,60
10124,42,53.88,5,2,5,2003,60
10149,24,62.36,10,3,9,2003,60
10162,27,69.62,8,4,10,2003,60
10173,26,57.51,12,4,11,2003,60
10182,38,61.15,9,4,11,2003,60
10193,42,59.33,13,4,11,2003,60
10204,23,71.44,3,4,12,2003,60
10214,21,62.96,6,1,1,2004,60
10227,28,50.85,9,1,3,2004,60
10241,33,72.65,1,2,4,2004,60
10280,25,62.96,15,3,8,2004,60
